FID,Person Key,Crash Key,FDOT Crash Number,FLHSMV Crash Number,Crash Date,Crash Time,Crash Time Slot,Crash Day,FDOT Managing District,FDOT County Code,County,FDOT Roadway ID,FDOT Mile Post,Road System,SSO Latitude,SSO Longitude,CITY,Person Type Code,Person Type,Person Gender Code,Person Gender,Person Age,Person Injury Code,Person Injury,Person Location Code,Person Location at Crash Time,Person Action Code,Person Action Prior to Crash,Person Action/Circumstance Code,Person Action/Circumstance,Suspected Alcohol Code,Suspected Alcohol Use,Suspected Drug Code,Suspected Drug Use,x,y
565,2016-852571700-2,2016-852571700,852571700,85257170,2/13/2016 23:17,11:17 PM,8: 9P-12A,6: Fri,7,14,Pasco,14030000,1.009,On-system,28.1878877,-82.7399735,Miami,1,Pedestrian,1,Male,57,5,Fatal,2,Intersection (unmarked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",2,Yes,2,Yes,-9210572.107,3272683.508
566,2016-852574540-1,2016-852574540,852574540,85257454,1/21/2016 15:50,3:50 PM,6: 3P-6P,4: Wed,5,75,Orange,75000000,0,Off-system,28.567103,-81.477853,Saint Petersburg,1,Pedestrian,1,Male,12,4,Serious (Incapacitating),5,Travel lane (other location),4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),12,Wrong-way riding/walking,1,No,1,No,-9070073.456,3320663.159
567,2016-852578880-2,2016-852578880,852578880,85257888,8/18/2016 22:18,10:18 PM,8: 9P-12A,4: Wed,5,11,Lake,11210000,1.191,On-system,28.3469283,-81.6589031,Marathon,1,Pedestrian,1,Male,29,5,Fatal,5,Travel lane (other location),1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",88,Unknown,88,Unknown,-9090227.866,3292785.01
568,2016-852581040-4,2016-852581040,852581040,85258104,2/7/2016 17:14,5:14 PM,6: 3P-6P,7: Sat,5,92,Osceola,92000000,0,Off-system,28.146594,-81.451465,Bradenton,1,Pedestrian,1,Male,4,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9067135.955,3267469.205
569,2016-852582080-4,2016-852582080,852582080,85258208,3/13/2016 0:15,12:15 AM,1: 12A-3A,7: Sat,5,79,Volusia,79030000,12.708,On-system,29.3508189,-81.1511781,Bradenton,1,Pedestrian,1,Male,61,5,Fatal,5,Travel lane (other location),5,Walking/cycling on sidewalk,5,"In roadway improperly (standing, lying, working, playing)",2,Yes,88,Unknown,-9033708.165,3420374.353
570,2016-852582930-1,2016-852582930,852582930,85258293,10/8/2016 3:52,3:52 AM,2: 3A-6A,6: Fri,1,7,Hendry,7000000,0,Off-system,26.74577,-81.444047,Inverness,1,Pedestrian,1,Male,22,5,Fatal,5,Travel lane (other location),88,Unknown,88,Unknown,88,Unknown,88,Unknown,-9066310.182,3091745.429
571,2016-852583130-2,2016-852583130,852583130,85258313,1/21/2016 18:15,6:15 PM,7: 6P-9P,4: Wed,7,14,Pasco,14000000,0,Off-system,28.198002,-82.744898,Lutz,3,Bicyclist,1,Male,13,4,Serious (Incapacitating),8,Sidewalk,10,None,1,No improper action,1,No,1,No,-9211120.3,3273960.985
572,2016-852583560-2,2016-852583560,852583560,85258356,1/9/2016 21:12,9:12 PM,8: 9P-12A,6: Fri,5,36,Marion,36000000,0,Off-system,29.127889,-82.037454,Lutz,1,Pedestrian,1,Male,22,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,77,Other,1,No,1,No,-9132367.975,3391934.227
573,2016-852584900-2,2016-852584900,852584900,85258490,2/3/2016 16:30,4:30 PM,6: 3P-6P,3: Tue,5,75,Orange,75060000,9.397,On-system,28.5691156,-81.2455618,Winter Haven,3,Bicyclist,1,Male,69,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9044214.911,3320918.26
574,2016-852585110-2,2016-852585110,852585110,85258511,3/11/2016 14:44,2:44 PM,5: 12P-3P,5: Thr,5,92,Osceola,92000000,0,Off-system,28.342254,-81.416374,Winter Haven,3,Bicyclist,1,Male,68,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9063229.642,3292193.787
575,2016-852585910-2,2016-852585910,852585910,85258591,2/29/2016 20:20,8:20 PM,7: 6P-9P,1: Sun,7,14,Pasco,14000000,0,Off-system,28.328476,-82.63331,Fort Myers,1,Pedestrian,1,Male,26,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9198698.377,3290451.239
576,2016-852589040-2,2016-852589040,852589040,85258904,1/14/2016 10:40,10:40 AM,4: 9A-12P,4: Wed,5,36,Marion,36070000,16.068,On-system,29.2189376,-82.2110542,Winter Haven,3,Bicyclist,1,Male,72,5,Fatal,7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9151693.067,3403542.206
577,2016-852591270-1,2016-852591270,852591270,85259127,3/20/2016 21:07,9:07 PM,8: 9P-12A,7: Sat,7,15,Pinellas,15010000,0,On-system,27.93895,-82.797646,Winter Haven,1,Pedestrian,1,Male,54,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,1,No,-9216992.181,3241279.61
578,2016-852591770-4,2016-852591770,852591770,85259177,4/5/2016 20:29,8:29 PM,7: 6P-9P,2: Mon,7,15,Pinellas,15000000,0,Off-system,27.816429,-82.671327,Saint Petersburg,1,Pedestrian,1,Male,65,4,Serious (Incapacitating),77,Other,1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-9202930.41,3225849.984
579,2016-852592820-2,2016-852592820,852592820,85259282,2/12/2016 19:30,7:30 PM,7: 6P-9P,5: Thr,5,75,Orange,75620000,0,On-system,28.562878,-81.244847,Sarasota,3,Bicyclist,1,Male,57,4,Serious (Incapacitating),88,Unknown,88,Unknown,88,Unknown,88,Unknown,88,Unknown,-9044135.339,3320127.65
580,2016-852593390-3,2016-852593390,852593390,85259339,2/16/2016 9:15,9:15 AM,4: 9A-12P,2: Mon,3,48,Escambia,48050000,22.722,On-system,30.4452171,-87.2398629,Tampa,1,Pedestrian,1,Male,40,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9711497.655,3560908.412
581,2016-852593450-3,2016-852593450,852593450,85259345,2/18/2016 15:40,3:40 PM,6: 3P-6P,4: Wed,3,48,Escambia,48020000,9.246,On-system,30.4542926,-87.2966813,Port Charlotte,1,Pedestrian,1,Male,59,4,Serious (Incapacitating),10,Driveway access,7,Adjacent to roadway (shoulder median),1,No improper action,1,No,1,No,-9717822.652,3562080.33
582,2016-852595960-4,2016-852595960,852595960,85259596,1/21/2016 23:43,11:43 PM,8: 9P-12A,4: Wed,7,10,Hillsborough,10260000,0.706,On-system,28.0054855,-82.3557723,Port Charlotte,1,Pedestrian,1,Male,26,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown,88,Unknown,-9167803.012,3249666.057
583,2016-852597290-3,2016-852597290,852597290,85259729,1/26/2016 21:02,9:02 PM,8: 9P-12A,2: Mon,2,29,Columbia,29000000,0,Off-system,30.093101,-82.582249,Bradenton,1,Pedestrian,2,Female,29,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",7,Entering/exiting parked/standing vehicle,88,Unknown,88,Unknown,-9193014.298,3515523.462
584,2016-852598640-3,2016-852598640,852598640,85259864,1/26/2016 9:04,9:04 AM,4: 9A-12P,2: Mon,7,14,Pasco,14030000,0.736,On-system,28.1839256,-82.7400619,Inverness,3,Bicyclist,1,Male,49,4,Serious (Incapacitating),10,Driveway access,1,Crossing roadway,1,No improper action,1,No,1,No,-9210581.947,3272183.112
585,2016-852599130-2,2016-852599130,852599130,85259913,3/2/2016 6:33,6:33 AM,3: 6A-9A,3: Tue,7,14,Pasco,14000000,0,Off-system,28.20634,-82.6943,Orlando,1,Pedestrian,1,Male,49,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-9205487.755,3275014.199
586,2016-852602770-2,2016-852602770,852602770,85260277,1/13/2016 15:19,3:19 PM,6: 3P-6P,3: Tue,7,15,Pinellas,15010000,14.477,On-system,27.8792174,-82.7870198,Miami,1,Pedestrian,1,Male,37,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No,1,No,-9215809.277,3233755.032
587,2016-852602790-2,2016-852602790,852602790,85260279,1/13/2016 19:25,7:25 PM,7: 6P-9P,3: Tue,7,15,Pinellas,15000000,0,Off-system,27.865148,-82.762292,Miami,3,Bicyclist,1,Male,56,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-9213056.59,3231983.299
588,2016-852602860-2,2016-852602860,852602860,85260286,1/20/2016 14:20,2:20 PM,5: 12P-3P,3: Tue,7,15,Pinellas,15230000,4.101,On-system,27.8203241,-82.7284486,Miami,1,Pedestrian,1,Male,68,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9209289.159,3226340.244
589,2016-852603110-5,2016-852603110,852603110,85260311,2/21/2016 22:52,10:52 PM,8: 9P-12A,7: Sat,7,15,Pinellas,15000000,0,Off-system,28.15622,-82.696199,Chiefland,1,Pedestrian,1,Male,68,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-9205699.15,3268684.531
590,2016-852603170-2,2016-852603170,852603170,85260317,3/2/2016 17:00,5:00 PM,6: 3P-6P,3: Tue,7,15,Pinellas,15000000,0,Off-system,27.897292,-82.729089,Bradenton,1,Pedestrian,1,Male,61,4,Serious (Incapacitating),8,Sidewalk,1,Crossing roadway,1,No improper action,1,No,1,No,-9209360.448,3236031.47
591,2016-852607050-2,2016-852607050,852607050,85260705,1/23/2016 14:17,2:17 PM,5: 12P-3P,6: Fri,1,17,Sarasota,17040000,3.953,On-system,27.3377967,-82.468122,Bradenton,3,Bicyclist,1,Male,71,4,Serious (Incapacitating),6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9180309.725,3165739.374
592,2016-852607260-2,2016-852607260,852607260,85260726,2/11/2016 10:08,10:08 AM,4: 9A-12P,4: Wed,1,17,Sarasota,17000000,0,Off-system,27.322691,-82.41188,Bradenton,3,Bicyclist,1,Male,78,4,Serious (Incapacitating),6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),77,Other,1,No,1,No,-9174048.892,3163846.526
593,2016-852607360-2,2016-852607360,852607360,85260736,2/29/2016 13:36,1:36 PM,5: 12P-3P,1: Sun,1,17,Sarasota,17000000,0,Off-system,27.065157,-82.377949,Lehigh Acres,3,Bicyclist,1,Male,67,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9170271.708,3131615.236
594,2016-852608030-2,2016-852608030,852608030,85260803,1/23/2016 2:08,2:08 AM,1: 12A-3A,6: Fri,7,14,Pasco,14090000,0.002,On-system,28.1916474,-82.4657286,Tampa,1,Pedestrian,1,Male,48,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-9180043.295,3273158.36
595,2016-852608110-3,2016-852608110,852608110,85260811,2/1/2016 16:36,4:36 PM,6: 3P-6P,1: Sun,7,14,Pasco,14000000,0,Off-system,28.195057,-82.753699,Miami,1,Pedestrian,1,Male,18,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9212100.023,3273589.007
596,2016-852612600-2,2016-852612600,852612600,85261260,2/17/2016 19:58,7:58 PM,7: 6P-9P,3: Tue,5,75,Orange,75040000,8.663,On-system,28.4660121,-81.3676273,Miami,1,Pedestrian,1,Male,42,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9057803.183,3307855.99
597,2016-852614990-2,2016-852614990,852614990,85261499,1/10/2016 18:20,6:20 PM,7: 6P-9P,7: Sat,1,4,De Soto,4000000,0,Off-system,27.206071,-81.859287,Hialeah,1,Pedestrian,1,Male,30,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,2,Yes,1,No,-9112534.502,3149241.899
598,2016-852615140-1,2016-852615140,852615140,85261514,3/14/2016 14:50,2:50 PM,5: 12P-3P,1: Sun,1,9,Highlands,9030000,9.369,On-system,27.5272007,-81.4994917,Pace,3,Bicyclist,1,Male,59,4,Serious (Incapacitating),6,Bicycle lane,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),12,Wrong-way riding/walking,1,No,1,No,-9072482.262,3189494.971
599,2016-852615730-2,2016-852615730,852615730,85261573,2/1/2016 9:40,9:40 AM,4: 9A-12P,1: Sun,1,17,Sarasota,17000000,0,Off-system,27.079168,-82.427619,Gulf Shores,3,Bicyclist,1,Male,75,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),3,Failure to yield right-of-way,1,No,1,No,-9175800.949,3133366.851
600,2016-852616120-2,2016-852616120,852616120,85261612,3/1/2016 13:10,1:10 PM,5: 12P-3P,2: Mon,1,17,Sarasota,17110000,0.756,On-system,27.2582563,-82.5253531,Gulf Shores,3,Bicyclist,2,Female,28,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9186680.663,3155775.305
601,2016-852616240-2,2016-852616240,852616240,85261624,3/9/2016 19:00,7:00 PM,7: 6P-9P,3: Tue,1,17,Sarasota,17000000,0,Off-system,27.117594,-82.44924,Tampa,3,Bicyclist,1,Male,73,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-9178207.789,3138171.885
602,2016-852616380-2,2016-852616380,852616380,85261638,1/14/2016 19:58,7:58 PM,7: 6P-9P,4: Wed,5,75,Orange,75090000,3.771,On-system,28.6072436,-81.2941784,Ocala,1,Pedestrian,1,Male,59,5,Fatal,4,Midblock (marked crosswalk),1,Crossing roadway,77,Other,88,Unknown,88,Unknown,-9049626.887,3325751.969
603,2016-852616460-2,2016-852616460,852616460,85261646,1/20/2016 15:11,3:11 PM,6: 3P-6P,3: Tue,5,75,Orange,75000000,0,Off-system,28.465321,-81.390826,Sarasota,3,Bicyclist,1,Male,47,4,Serious (Incapacitating),10,Driveway access,5,Walking/cycling on sidewalk,77,Other,1,No,1,No,-9060385.652,3307768.477
604,2016-852616690-2,2016-852616690,852616690,85261669,1/28/2016 21:19,9:19 PM,8: 9P-12A,4: Wed,5,75,Orange,75000000,0,Off-system,28.357191,-81.494383,Odessa,1,Pedestrian,2,Female,32,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9071913.567,3294083.169
605,2016-852617560-2,2016-852617560,852617560,85261756,3/1/2016 15:05,3:05 PM,6: 3P-6P,2: Mon,1,13,Manatee,13075000,3.884,On-system,27.4435417,-82.4591705,Bradenton,1,Pedestrian,1,Male,77,4,Serious (Incapacitating),77,Other,1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9179313.248,3178997.189
606,2016-852622060-2,2016-852622060,852622060,85262206,2/16/2016 10:03,10:03 AM,4: 9A-12P,2: Mon,7,14,Pasco,14030000,10.96,On-system,28.3237427,-82.6991835,Bradenton,3,Bicyclist,1,Male,50,4,Serious (Incapacitating),77,Other,1,Crossing roadway,2,Dart/dash,1,No,1,No,-9206031.384,3289852.657
607,2016-852624430-3,2016-852624430,852624430,85262443,1/29/2016 18:03,6:03 PM,7: 6P-9P,5: Thr,7,10,Hillsborough,10010000,20.645,On-system,27.9227012,-82.3497853,Bradenton,1,Pedestrian,1,Male,12,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9167136.542,3239232.321
608,2016-852626800-5,2016-852626800,852626800,85262680,1/19/2016 18:30,6:30 PM,7: 6P-9P,2: Mon,5,75,Orange,75000000,0,Off-system,28.364464,-81.547918,Arcadia,1,Pedestrian,1,Male,14,4,Serious (Incapacitating),77,Other,1,Crossing roadway,77,Other,1,No,1,No,-9077873.058,3295003.227
609,2016-852626980-2,2016-852626980,852626980,85262698,1/28/2016 6:23,6:23 AM,3: 6A-9A,4: Wed,5,75,Orange,75250000,6.011,On-system,28.577963,-81.4563302,Miami,1,Pedestrian,1,Male,25,4,Serious (Incapacitating),77,Other,1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9067677.548,3322039.74
610,2016-852627130-2,2016-852627130,852627130,85262713,2/6/2016 12:42,12:42 PM,5: 12P-3P,6: Fri,5,75,Orange,75010000,10.173,On-system,28.4948736,-81.3968324,Bradenton,1,Pedestrian,2,Female,21,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9061054.281,3311511.191
611,2016-852629530-2,2016-852629530,852629530,85262953,2/23/2016 11:10,11:10 AM,4: 9A-12P,2: Mon,5,75,Orange,75002000,2.27,On-system,28.450186,-81.4392638,Miami,1,Pedestrian,2,Female,68,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9065777.724,3305852.097
612,2016-852629630-2,2016-852629630,852629630,85262963,3/2/2016 22:15,10:15 PM,8: 9P-12A,3: Tue,5,75,Orange,75260000,4.64,On-system,28.6078076,-81.4121614,Riverview,1,Pedestrian,1,Male,63,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-9062760.699,3325823.483
613,2016-852634010-1,2016-852634010,852634010,85263401,2/4/2016 15:35,3:35 PM,6: 3P-6P,4: Wed,1,13,Manatee,13000000,0,Off-system,27.390579,-82.505592,Miami,1,Pedestrian,2,Female,73,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9184480.867,3172355.388
614,2016-852636840-3,2016-852636840,852636840,85263684,5/20/2016 0:35,12:35 AM,1: 12A-3A,5: Thr,8,86,Broward,86471000,6.033,On-system,25.9721447,-80.2498767,Arcadia,1,Pedestrian,1,Male,30,5,Fatal,5,Travel lane (other location),1,Crossing roadway,12,Wrong-way riding/walking,88,Unknown,88,Unknown,-8933375.711,2995631.94
615,2016-852637090-2,2016-852637090,852637090,85263709,3/19/2016 2:39,2:39 AM,1: 12A-3A,6: Fri,7,10,Hillsborough,10060000,12.427,On-system,27.767505,-82.3926731,Bradenton,3,Bicyclist,1,Male,14,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),5,"In roadway improperly (standing, lying, working, playing)",88,Unknown,88,Unknown,-9171910.791,3219693.631
616,2016-852641300-2,2016-852641300,852641300,85264130,8/15/2016 21:35,9:35 PM,8: 9P-12A,1: Sun,6,90,Monroe,90000000,0,Off-system,24.719372,-81.021682,Bradenton,1,Pedestrian,2,Female,25,4,Serious (Incapacitating),6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9019292.706,2841315.502
617,2016-852642780-2,2016-852642780,852642780,85264278,2/8/2016 10:18,10:18 AM,4: 9A-12P,1: Sun,1,13,Manatee,13000000,0,Off-system,27.462337,-82.562789,Bradenton,3,Bicyclist,1,Male,55,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9190848.01,3181354.984
618,2016-852643050-2,2016-852643050,852643050,85264305,2/26/2016 6:20,6:20 AM,3: 6A-9A,5: Thr,1,13,Manatee,13162000,0.005,On-system,27.4477317,-82.5753268,Miami,1,Pedestrian,1,Male,49,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9192243.712,3179522.773
619,2016-852648090-1,2016-852648090,852648090,85264809,3/12/2016 19:56,7:56 PM,7: 6P-9P,6: Fri,7,14,Pasco,14000000,0,Off-system,28.249722,-82.698918,Arcadia,1,Pedestrian,2,Female,46,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9206001.828,3280495.32
620,2016-852648160-1,2016-852648160,852648160,85264816,3/16/2016 22:43,10:43 PM,8: 9P-12A,3: Tue,7,14,Pasco,14000000,0,Off-system,28.255025,-82.738142,Miami,1,Pedestrian,2,Female,67,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),6,"In roadway, other (working, playing, etc)",1,No improper action,1,No,1,No,-9210368.225,3281165.483
621,2016-852648230-1,2016-852648230,852648230,85264823,3/22/2016 22:07,10:07 PM,8: 9P-12A,2: Mon,7,14,Pasco,14000000,0,Off-system,28.236928,-82.670409,Miami,4,Other cyclist,1,Male,51,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9202828.22,3278878.624
622,2016-852654050-4,2016-852654050,852654050,85265405,5/6/2016 7:41,7:41 AM,3: 6A-9A,5: Thr,1,12,Lee,12000000,0,Off-system,26.469673,-81.793677,Miami,3,Bicyclist,1,Male,21,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",88,Unknown,88,Unknown,-9105230.826,3057369.808
623,2016-852658950-2,2016-852658950,852658950,85265895,3/19/2016 4:10,4:10 AM,2: 3A-6A,6: Fri,7,10,Hillsborough,10000000,0,Off-system,28.058704,-82.310709,Miami,1,Pedestrian,1,Male,40,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown,88,Unknown,-9162786.587,3256377.695
624,2016-852661370-1,2016-852661370,852661370,85266137,9/16/2016 19:55,7:55 PM,7: 6P-9P,5: Thr,4,89,Martin,89010000,15.227,On-system,27.1499761,-80.2170506,Arcadia,1,Pedestrian,1,Male,56,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-8929721.529,3142222.438
625,2016-852661890-2,2016-852661890,852661890,85266189,2/27/2016 16:50,4:50 PM,6: 3P-6P,6: Fri,6,87,Miami-Dade,87026000,7.801,On-system,25.9449593,-80.1708299,Miami,1,Pedestrian,2,Female,67,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No,1,No,-8924576.259,2992266.098
626,2016-852662710-2,2016-852662710,852662710,85266271,2/13/2016 9:59,9:59 AM,4: 9A-12P,6: Fri,4,86,Broward,86070000,3.612,On-system,26.0260902,-80.1664602,Lake Placid,1,Pedestrian,2,Female,52,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-8924089.826,3002313.274
627,2016-852665640-1,2016-852665640,852665640,85266564,2/2/2016 17:51,5:51 PM,6: 3P-6P,2: Mon,5,36,Marion,36004000,5.8,On-system,29.1496414,-82.0737606,Fort Pierce,3,Bicyclist,1,Male,53,4,Serious (Incapacitating),7,Shoulder/roadside,10,None,1,No improper action,1,No,1,No,-9136409.608,3394706.551
628,2016-852667390-2,2016-852667390,852667390,85266739,2/5/2016 14:25,2:25 PM,5: 12P-3P,5: Thr,1,13,Manatee,13050000,0,On-system,27.474636,-82.546594,Lake Placid,1,Pedestrian,2,Female,14,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),10,None,1,No improper action,1,No,1,No,-9189045.191,3182898.063
629,2016-852667780-2,2016-852667780,852667780,85266778,1/30/2016 21:05,9:05 PM,8: 9P-12A,6: Fri,3,48,Escambia,48004000,7.255,On-system,30.4418205,-87.2569875,Miami,1,Pedestrian,1,Male,23,4,Serious (Incapacitating),7,Shoulder/roadside,77,Other,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9713403.957,3560469.837
630,2016-852669240-2,2016-852669240,852669240,85266924,3/30/2016 16:05,4:05 PM,6: 3P-6P,3: Tue,3,48,Escambia,48040000,5.613,On-system,30.4918071,-87.2609066,Miami,1,Pedestrian,1,Male,55,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9713840.23,3566925.733
631,2016-852670470-2,2016-852670470,852670470,85267047,3/22/2016 10:00,10:00 AM,4: 9A-12P,2: Mon,7,2,Citrus,2000000,0,Off-system,28.960097,-82.434608,Miami,3,Bicyclist,1,Male,30,4,Serious (Incapacitating),5,Travel lane (other location),77,Other,10,Improper turn/merge,1,No,1,No,-9176578.968,3370568.946
632,2016-852671400-2,2016-852671400,852671400,85267140,3/30/2016 6:58,6:58 AM,3: 6A-9A,3: Tue,1,17,Sarasota,17000000,0,Off-system,27.059573,-82.384333,Miami,1,Pedestrian,1,Male,75,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9170982.372,3130917.202
633,2016-852672810-2,2016-852672810,852672810,85267281,3/12/2016 10:55,10:55 AM,4: 9A-12P,6: Fri,1,17,Sarasota,17000000,0,Off-system,27.323054,-82.486029,Saint Cloud,3,Bicyclist,1,Male,91,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9182303.123,3163892.009
634,2016-852676400-4,2016-852676400,852676400,85267640,1/21/2016 16:25,4:25 PM,6: 3P-6P,4: Wed,5,75,Orange,75000000,0,Off-system,28.560277,-81.129624,Miami,3,Bicyclist,2,Female,12,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,77,Other,1,No,1,No,-9031308.77,3319797.99
635,2016-852677170-2,2016-852677170,852677170,85267717,2/23/2016 19:01,7:01 PM,7: 6P-9P,2: Mon,7,14,Pasco,14030000,11.006,On-system,28.3244105,-82.699183,Bradenton,1,Pedestrian,1,Male,38,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9206031.328,3289937.107
636,2016-852677200-2,2016-852677200,852677200,85267720,2/26/2016 18:00,6:00 PM,7: 6P-9P,5: Thr,7,14,Pasco,14030000,8.482,On-system,28.290319,-82.7113287,Miami,1,Pedestrian,2,Female,11,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9207383.382,3285626.59
637,2016-852681180-1,2016-852681180,852681180,85268118,3/20/2016 7:00,7:00 AM,3: 6A-9A,7: Sat,5,70,Brevard,70000000,0,Off-system,28.360236,-80.754148,Miami,1,Pedestrian,1,Male,27,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,88,Unknown,1,No,1,No,-8989510.96,3294468.366
638,2016-852683570-2,2016-852683570,852683570,85268357,7/5/2016 13:25,1:25 PM,5: 12P-3P,2: Mon,2,76,Putnam,76010000,18.324,On-system,29.5636465,-81.6567711,Miami,3,Bicyclist,1,Male,62,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,1,No,-9089990.538,3447583.796
